sort,year,siteid,lat,long,epareg,huc8,era,strorder,doc,no3,tn,tp,area,elev,forest,wetland,urban,ag,roads,pop,shrub,precip,k,mg,na,nh4,no2,sio2,so4,tss,turb,ph,cl,ca,anc,al,cond,ansum,catsum,co3,h,oh,dic,hco3,se,zn
86,2008,FW08OR045,44.90149003,-118.4770479,10,17070202,Year2008,4th,1.22,0.00206,44,8.3375,212.9309998,1886.47,78.384,0,1.145,0,1.239,0,20.127,,1.232,0.984,2.173,0,0,17.366,1.95,0.4,0.41,7.64,0.15,4.649,382.83,0.0091,44.28,,,,,,,,,
87,2008,FW08OR051,44.31650762,-123.2186318,10,17090003,Year2008,6th,0.72,0.01432,90,25.754,8511.230469,870.114,75.139,0.598,2.403,3.88,1.474,21.441,15.487,,0.695,1.557,3.397,0.019,0,18.638,1.67,2.8,3.32,7.74,1.24,4.253,442.73,0.0178,53.53,,,,,,,,,
88,2008,FW08OR052,44.85146182,-118.1429123,10,17050203,Year2008,1st,0.58,0.00136,9,4.2788,7.97660017,2204.53,83.405,0,0,0,0.805,0,15.286,,0.755,0.965,1.594,0,0,12.945,6.77,0,0.41,7.23,0.09,2.546,148.32,0.0041,33.27,,,,,,,,,
89,2008,FW08OR054,42.46828279,-124.3453411,10,17100310,Year2008,6th,0.85,0.10849,295,57.2525,13299.7998,889.703,64.794,0.654,4.193,3.832,1.609,19.325,25.823,,1.022,3.517,4.023,0.014,0,24.219,1.68,2.6,3.8,8,1.66,7.2,757.01,0.0063,85.32,,,,,,,,,
90,2008,FW08OR058,44.14641093,-122.5770456,10,17090004,Year2008,5th,0.31,0.00058,53,28.9606,2313.330078,1080.34,84.136,0.031,0.614,0.052,0.952,0.785,11.757,,1.023,1.641,3.974,0.005,0,23.244,0.69,0.6,0.16,7.79,1.17,3.716,452.21,0.001,47.73,,,,,,,,,
91,2008,FW08OR058,44.14641093,-122.5770456,10,17090004,Year2008,5th,0.35,0.00174,26,30.8675,2313.330078,NA,NA,NA,NA,NA,NA,NA,NA,,0.871,1.726,3.447,0.004,0,22.816,0.7,0,2.54,7.68,1.16,3.909,439.46,0.0023,50.43,,,,,,,,,
92,2008,FW08OR059,43.57753366,-123.501659,10,17100303,Year2008,6th,0.85,0.00048,97,22.5738,9401.139648,749.465,71.163,0.546,2.379,5.792,1.652,9.343,19.469,,1.093,1.989,4.7,0.01,0,20.647,1.81,0.7,0.61,8.02,2.6,5.599,588.88,4.00E-04,69.8,,,,,,,,,
93,2008,FW08OR069,45.19312941,-118.704127,10,17070202,Year2008,1st,2.18,0.00734,123,23.405,13.35149956,1442.95,70.051,1.867,0,0,2.275,0,28.083,,1.518,3.238,3.453,0.004,0,39.863,0.15,0.4,0.42,7.88,0.18,7.39,789.05,0.0085,80.02,,,,,,,,,
94,2008,FW08OR060,44.77924123,-122.816474,10,17090005,Year2008,5th,0.42,0.00117,56,8.9775,1782.640015,970.492,77.501,0.222,1.389,2.302,1.287,4.221,16.147,,0.532,0.842,2.148,0.006,0,15.324,0.52,1,3.29,7.61,0.69,3.429,331.4,0.004,33.8,,,,,,,,,
95,2008,WCOP99-0622,37.36588354,-108.5932791,8,14080202,Year2008,3rd,6.4,0,449,45.54,60.67869949,1985.68,19.435,3.433,4.936,39.022,1.479,25.735,33.095,,2.998,65.25,36.51,0.01,0,13.099,589.83,50.5,28.7,8.29,12,208.3,4975.96,3.00E-04,1404,,,,,,,,,
96,2008,WCOP99-0622,37.36588354,-108.5932791,8,14080202,Year2008,3rd,6.39,0.03069,699,166.87,60.67869949,NA,NA,NA,NA,NA,NA,NA,NA,,3.567,61.77,35.06,0.011,0,12.532,521.16,179,58.2,8.3,11.28,204.8,4821.75,3.00E-04,1335.16,,,,,,,,,
97,2008,WCOP99-0516,39.73087609,-108.6747246,8,14050007,Year2008,4th,2.71,0.0953,261,2.425,115.4749985,2389.3,81.058,0.15,0,0.497,0.536,0.034,17.603,,1.316,41.21,54.75,0.005,0,13.787,142.59,18.9,15.8,8.55,3.12,46.44,4474.82,3.00E-04,725.4,,,,,,,,,
98,2008,WCOP99-0516,39.73087609,-108.6747246,8,14050007,Year2008,4th,2.83,0,186,9.2088,115.4749985,NA,NA,NA,NA,NA,NA,NA,NA,,1.416,41.6,58.04,0.006,0,13.271,148.65,4.4,4.66,7.93,3.33,41.77,4828.14,3.00E-04,723.43,,,,,,,,,
99,2008,WCOP99-0595,39.6430304,-107.7110185,8,14010005,Year2008,3rd,0.76,0.18297,309,12.1963,112.0279999,2525.51,83.649,0.702,1.109,0.563,0.818,0.431,13.948,,1.458,23.59,7.69,0.006,0.001,9.235,104.14,0.4,1.23,8.42,4.9,82.95,3914.64,3.00E-04,569.6,,,,,,,,,
100,2008,WCOP01-0809,39.34428,-104.9728388,8,10190002,Year2008,3rd,1.94,0.00139,161,16.8775,185.8769989,2225.08,59.065,1.274,4.23,0.501,1.193,13.33,34.829,,2.937,8.63,18.84,0.006,0,15.425,71.59,5.3,3.17,8.05,12.79,45.5,2030.49,5.00E-04,396.8,,,,,,,,,
101,2008,WCOP99-0629,39.2413809,-104.9580488,8,10190002,Year2008,3rd,3.49,0.00931,298,47.4163,54.43809891,2365.51,75.797,0.851,2.5,0,0.667,9.99,20.762,,1.897,4.737,7.376,0.036,0,18.897,3.39,9.1,11.3,7.65,3.12,20.78,1483.24,3.00E-04,173,,,,,,,,,
102,2008,WCOP99-0672,37.79720049,-103.3774933,8,11020010,Year2008,5th,5.15,0,468,41.7881,8403.959961,1865.34,22.361,0.923,0.582,1.127,0.51,1.642,74.601,,8.455,141.9,265,0.005,0,2.42,1464.8,21,20.52,7.71,50.49,192.7,2612.69,3.00E-04,2727.56,,,,,,,,,
103,2008,WCOP01-0739,39.89246561,-105.0565383,8,10190003,Year2008,2nd,4.09,0.14348,490,41.5063,92.82720184,1728.07,0.397,3.53,33.932,4.948,4.293,645.576,50.059,,3.142,15.25,64.33,0.024,0,3.171,112.53,11,10.2,8.41,54.23,48.98,2461.12,3.00E-04,661.2,,,,,,,,,
104,2008,WCOP99-0578,40.97146712,-107.0196069,8,14050003,Year2008,4th,2.25,0,128,11.785,268.3039856,2678.45,84.391,1.483,0,0.828,0.958,0.078,13.171,,0.867,3.541,2.704,0.009,0,13.333,12.09,0,2.87,8.09,0.39,17.36,1011.28,0.0089,134.32,,,,,,,,,
105,2008,WCOP99-0569,39.38895974,-104.8672149,8,10190002,Year2008,3rd,2.59,0.32232,559,39.9125,270.8039856,2182.36,31.75,1.95,9.119,0.11,2.018,42.039,56.976,,4.382,7.565,28.67,0.031,0,26.169,38.8,3.3,4.5,7.78,62.41,57.39,2195.04,3.00E-04,513.6,,,,,,,,,
106,2008,FW08CO020,38.06505925,-102.3363777,8,11020009,Year2008,3rd,5.86,0.15947,994,137.707,298.4140015,1172.06,0,0.037,1.072,28.093,0.521,0.236,70.768,,13.98,85.39,188.9,0.192,0,13.897,855.31,3.5,4.85,7.9,59.94,187.4,4390.94,3.00E-04,2044.67,,,,,,,,,
107,2008,FW08CO021,39.98812383,-108.7779574,8,14050007,Year2008,5th,4.74,0.06413,586,163.0613,912.7269897,2166.25,70.303,0.336,0.31,0.467,0.904,0.02,27.453,,3.559,62.59,113.5,0.013,0,13.385,334.92,172.2,179,8.63,9.77,55.57,6131.24,3.00E-04,1119,,,,,,,,,
108,2008,FW08CO025,38.86531333,-108.398139,8,14020005,Year2008,6th,3.41,0.66899,2154,137.4963,19689,NA,NA,NA,NA,NA,NA,NA,NA,,3.261,26.72,31.3,0.013,0,13.874,278.69,48.2,15.51,7.7,6.4,94.32,2911.24,0.0035,848.57,,,,,,,,,
109,2008,FW08CO025,38.86531333,-108.398139,8,14020005,Year2008,6th,3.36,0.89336,1378,85.4538,19689,2688.03,54.538,1.388,1.124,5.291,0.8,3.897,33.67,,3.374,26.78,44.83,0.008,0,15.986,281.04,72.4,38.99,8.43,6.54,97.16,2838.02,0.0016,827.42,,,,,,,,,
110,2008,FW08CO027,39.36936448,-106.4524344,8,14010003,Year2008,1st,2.31,0.01978,184,10.9588,17.51709938,3519.15,36.849,2.692,0,0,0,0,34.044,,0.398,0.542,0.769,0.008,0,3.591,1.02,0.9,3.08,7.45,0.06,3.671,238.09,0.0258,27.26,,,,,,,,,
111,2008,FW08CO031,40.15970307,-105.1184267,8,10190005,Year2008,4th,3.98,0.08062,608,44.3338,625.4299927,2612.78,59.494,2.057,2.524,3.741,0.713,22.384,19.038,,2.084,15.02,22.11,0.019,0.00234,8.802,92.87,7.4,7.98,8.06,7.72,45.24,2095.34,0.004,423.44,,,,,,,,,
112,2008,FW08CO038,39.07659754,-106.0063979,8,10190001,Year2008,4th,1.89,0,163,22.6125,222.220993,3348.96,47.855,6.238,0,0.051,0.46,0.328,39.895,,0.899,14.04,2.461,0.004,0,9.079,38.44,6,6,8.25,1.19,46.21,2610.18,0.0011,327.37,,,,,,,,,
113,2008,FW08CO073,37.06135096,-105.982904,8,13010005,Year2008,4th,3.15,0.00478,280,82.4225,835.8049927,2868.15,35.605,3.181,0.485,1.383,0.548,0.386,59.164,,1.668,1.448,2.813,0.042,0,23.547,1.14,4.2,4.87,7.94,0.4,8.836,701.13,0.0107,76.86,,,,,,,,,
114,2008,FW08CO076,39.63865573,-102.1136539,8,10250003,Year2008,4th,6.47,0.0369,1063,277.2369,4592.689941,1388.84,0.061,0.483,3.469,53.537,0.884,0.837,42.339,,11.86,19.15,38.94,0.021,0,47.068,20.68,1.9,3.4,8.11,18.16,46.39,4887.12,3.00E-04,554.22,,,,,,,,,
115,2008,FW08CO103,38.60455418,-106.4649269,8,14020003,Year2008,2nd,0.83,0.05109,157,8.8619,28.68930054,3472.15,47.599,2.874,0,0,1.133,0,29.454,,0.799,2.032,1.855,0.009,0,8.503,6.6,5.4,3.81,7.9,0.19,14.68,832.95,3.00E-04,102,,,,,,,,,
116,2008,OWW04440-0252,37.52548104,-89.18786253,5,5140206,Year2008,2nd,3.04,0.07174,373,44.5663,4.763740063,181.909,65.695,0,9.428,24.082,1.881,31.125,0,,3.528,7.718,15.98,0.038,0,9.445,36.62,3.6,5.01,7.87,9.29,69.43,3735.54,0.0029,450.87,,,,,,,,,
117,2008,FW08IL011,41.48585196,-89.84847663,5,7090007,Year2008,5th,4.7,3.00274,3688,179.5925,1183.47998,230.9,6.102,0.408,6.09,87.047,1.283,8.235,0.023,,3.367,28.58,6.056,0.049,0,12.811,58.84,28.1,10.83,8.15,20.19,77.49,4717.97,0.005,633.38,,,,,,,,,
118,2008,FW08IL011,41.48585196,-89.84847663,5,7090007,Year2008,5th,2.93,3.24241,3675,59.9375,1183.47998,NA,NA,NA,NA,NA,NA,NA,NA,,1.859,34.63,7.163,0.013,0,10.578,82.41,13.3,6.42,8.31,25.69,91.19,5528.47,3.00E-04,751.76,,,,,,,,,
119,2008,FW08IL017,40.78505884,-90.13890701,5,7130005,Year2008,6th,1.96,7.4743,7700,129.1463,2269.629883,223.145,11.002,0.151,6.783,81.304,1.575,14.982,0.147,,1.872,34.2,16.02,0.015,0,11.078,45.88,37.2,15.64,8.41,32.83,82.05,5745.67,3.00E-04,759.55,,,,,,,,,
120,2008,FW08IL022,41.90001688,-89.4821499,5,7090005,Year2008,7th,3.36,4.18056,5475,184.3306,21381.5,273.851,8.501,4.763,10.827,73.102,2.148,69.135,1.084,,2.888,36.3,20.63,0.026,0,8.646,33.1,30.4,12.73,8.52,45.58,67.25,5377.11,0.0048,723.8,,,,,,,,,
121,2008,FW08IL018,41.15196235,-87.91418346,5,7120001,Year2008,6th,7.21,0.78837,1587,106.0269,11903.2002,214.186,7.227,2.175,8.239,79.749,1.821,32.402,1.985,,4.63,20.64,9.307,0.069,0.00319,2.974,74.01,13.5,7.88,8.05,20.22,70.9,3634.49,0.0025,566.85,,,,,,,,,
122,2008,FW08IL024,37.85241965,-89.19182797,5,7140106,Year2008,5th,4.65,0,634,152.8763,727.1779785,137.771,19.339,2.963,7.886,66.206,1.615,23.653,2.312,,10.8,79.42,218.2,0.02,0,3.272,1018.11,43.7,36.15,7.87,56.85,168.5,3490.56,3.00E-04,2250.96,,,,,,,,,
123,2008,FW08IL027,42.21645225,-88.18890937,5,7120006,Year2008,6th,7.95,0.41873,1989,120.29,3458.02002,261.123,15.111,7.21,24.563,45.542,3.439,174.416,2.23,,3.751,32.9,41.85,0.029,0,6.645,38.57,25.1,18.6,8.55,95.04,55.17,4460.34,0.0037,787.95,,,,,,,,,
124,2008,FW08IL028,37.85027158,-89.33574472,5,7140106,Year2008,5th,4.25,0.12821,534,133.2363,1317.25,144.687,22.747,1.237,6.662,63.017,1.332,11.195,3.84,,8.561,83.66,186.7,0.016,0,6.24,963.93,25.9,15.02,8.09,29.21,207.1,3918.62,0.002,2051.28,,,,,,,,,
125,2008,FW08IL029,40.06321766,-90.30726993,5,7130008,Year2008,7th,2.2,3.80575,4250,474.605,13759.2998,198.41,5.47,0.768,9.98,82.767,1.857,41.767,0.177,,4.388,31.69,22.59,0.01,0,10.451,47.2,21.3,8.53,8.27,42.42,73.6,5287.62,3.00E-04,725.03,,,,,,,,,
126,2008,FW08IL031,41.51647365,-90.30615738,5,7090005,Year2008,7th,4.59,3.41869,4438,264.955,23777.19922,268.189,8.224,4.372,10.608,74.127,2.115,65.67,0.982,,3.839,31.69,16.41,0.016,0,10.905,30.16,56.6,27.34,8.32,35.07,64.03,4615.99,0.0103,606.81,,,,,,,,,
127,2008,FW08IL036,40.15377162,-89.67550511,5,7130009,Year2008,6th,1.78,4.20809,4663,119.0163,4487.410156,207.635,3.338,0.386,9.382,85.899,1.824,40.782,0.203,,1.919,33.46,14.22,0.008,0,7.094,39.63,10.6,6.33,8.25,34.2,76.75,5457.6,3.00E-04,691.1,,,,,,,,,
128,2008,FW08IL038,42.49488395,-89.26560528,5,7090004,Year2008,6th,1.59,5.65378,6038,64.4125,1803.780029,285.158,11.769,3.27,7.288,75.349,1.881,42.222,2.091,,2.115,36.23,11.27,0.016,0,10.634,21.18,10.6,4.66,8.34,26.73,64.58,5432.17,3.00E-04,649.51,,,,,,,,,
129,2008,NEWS04-2301,43.94606478,-72.71105066,1,1080105,Year2008,3rd,0.71,0.2125,300,0.84,120.1190033,509.48,89.914,0.625,2.427,3.098,0.683,3.944,3.785,,0.302,1.041,3.079,0.007,0,3.697,3.59,0,0.277,7.28,3.83,5.479,283.77,0.0027,51.88,,,,,,,,,
130,2008,NEWS04-1001,44.8061487,-72.13634495,1,1110000,Year2008,2nd,2.54,0.07479,260,6.3938,90.86370087,481.273,70.441,3.555,4.152,10.556,1.117,5.503,3.06,,0.829,1.191,3.666,0.006,0,4.012,4.05,2.5,3.58,8.07,5,15.55,830.38,0.0083,110.98,,,,,,,,,
131,2008,NEWS04-2302,44.21421333,-72.96547209,1,2010003,Year2008,2nd,1.94,0.17426,295,3.1988,11.7670002,657.834,97.055,0.084,1.507,1.308,0.439,2.627,0.046,,0.327,0.952,4.562,0.005,0,4.483,4.67,0,0.658,7.23,6.55,5.242,272.43,0.019,68.52,,,,,,,,,
132,2008,FW08VT007,43.90350564,-72.8253244,1,1080105,Year2008,4th,0.98,0.17076,298,2.0163,160.7599945,582.143,93.304,0.556,2.503,1.802,0.661,4.342,1.725,,0.221,0.806,2.388,0.003,0,3.574,4.27,1.2,2.99,7.5,2.97,6.315,319.28,0.0076,53.61,,,,,,,,,
133,2008,FW08VT008,43.04998903,-72.72147128,1,1080107,Year2008,2nd,1.44,0.025,124,7.4194,4.741559982,415.738,94.178,0,2.579,2.162,0.941,1.534,0.322,,0.674,0.861,1.278,0.003,0,6.223,4.52,2.3,1.01,7.38,0.87,3.225,188.27,0.0216,31.31,,,,,,,,,
134,2008,OWW04440-0381,30.28718756,-98.89560053,6,12090206,Year2008,2nd,1,0.09906,241,4.3063,39.34460068,603.006,30.473,0,5.328,0.796,1.511,61.906,63.284,,2.18,36.99,15.73,0.024,0,14.052,20.14,4.4,3.7,7.96,24.98,57.12,5890.14,3.00E-04,622.5,,,,,,,,,
135,2008,OWW04440-0669,32.28043629,-97.97061693,6,12060202,Year2008,2nd,0.8,0.04572,149,4.6613,116.4250031,354.865,35.361,1.124,7.868,2.397,0.904,4.311,52.483,,3.502,26.11,15.16,0.01,0,15.329,40.98,7.6,4.28,8.21,23.07,80.38,5755.74,3.00E-04,646.4,,,,,,,,,
136,2008,OWW04440-0125,30.5975647,-98.06989927,6,12090205,Year2008,2nd,1.06,0.15099,201,0.9725,51.3207016,393.376,47.637,0.06,0.838,0,1.32,1.62,51.355,,1.075,16.24,8.218,0.008,0,16.221,15.09,0,0.235,8.33,12.63,41.67,3293.11,3.00E-04,375.2,,,,,,,,,
137,2008,OWW04440-0181,33.06838281,-94.46843757,6,11140306,Year2008,2nd,10.69,0.00459,741,117.4013,64.05169678,107.875,66.841,6.967,4.464,8.93,1.228,3.687,12.434,,1.545,1.378,3.148,0.015,0,21.105,2.18,35.6,56.9,6.56,4.32,3.667,291.42,0.0113,53.5,,,,,,,,,
138,2008,OWW04440-0797,31.54151415,-97.41663635,6,12060203,Year2008,2nd,2.24,0.00163,450,23.4238,305.7430115,280.665,14.94,3.385,3.452,11.513,0.776,3.322,66.619,,1.698,1.919,6.824,0.035,0,11.442,10.09,24.2,17.91,8.04,6.94,41.99,2397.82,3.00E-04,261.6,,,,,,,,,
139,2008,FW08TX031,30.87365616,-97.62101278,6,12070203,Year2008,3rd,1.67,0,393,22.46,159.8990021,281.508,28.515,0.873,5.993,2.24,0.965,15.835,61.366,,1.477,10.33,5.221,0.012,0,7.756,6.37,4.8,5.89,8.51,8.77,42.26,2943.06,7.00E-04,310.4,,,,,,,,,
140,2008,FW08TX045,32.46103578,-94.70198008,6,12010002,Year2008,1st,7.46,0.15953,740,50.095,21.01239967,NA,NA,NA,NA,NA,NA,0,NA,,3.844,4.574,12.35,0.121,0.01419,15.107,22.27,13.5,23.4,7.67,18.06,28.97,1397.43,0.0042,255.6,,,,,,,,,
141,2008,OWW04440-0432,39.41488769,-86.0084241,5,5120204,Year2008,2nd,2.66,3.28099,3788,307.4306,281.3089905,235.758,5.255,0.011,21.867,72.083,3.326,159.602,0.457,,3.724,24.1,43.24,0.021,0,7.008,38.47,8.5,5.11,8.21,68.94,77.23,4872.02,3.00E-04,761.72,,,,,,,,,
142,2008,OWW04440-0480,40.07580709,-84.84430651,5,5080001,Year2008,2nd,2.41,2.3156,2688,56.5269,17.88439941,357.59,5.663,0.025,7.242,86.234,1.556,12.797,0.704,,2.374,30.32,13.14,0.043,0,10.328,33.5,5.8,4.33,8.23,26.19,83.49,5529.63,3.00E-04,668.31,,,,,,,,,
143,2008,OWW04440-0224,41.09378365,-85.80106993,5,5120104,Year2008,1st,2.49,3.88606,4000,59.1806,3.540600061,277.613,2.059,0,4.372,93.569,1.513,5.995,0,,1.943,33.29,8.035,0.026,0,9.367,62.72,3.1,6.45,8.32,24.94,103.8,6154.76,0.0019,748.38,,,,,,,,,
144,2008,OWW04440-0736,40.76092777,-84.98838699,5,4100004,Year2008,1st,9.44,0.23637,975,381.6769,3.739500046,254.425,4.164,0.168,3.538,88.688,0.942,7.199,3.442,,8.103,27.77,60.25,0.076,0,14.214,66.93,2.3,3.31,8.12,105.54,110.4,6112.78,3.00E-04,1008.16,,,,,,,,,
145,2008,FW08IN008,38.83491245,-86.52325911,5,5120208,Year2008,6th,1.93,1.78374,2336,141.6069,10471,NA,NA,NA,NA,NA,NA,NA,NA,,2.595,22.41,11.32,0.013,0,6.861,24.06,36.8,23.96,8.48,22.43,70.81,4679.37,3.00E-04,549.89,,,,,,,,,
146,2008,OWW04440-0432,39.41488769,-86.0084241,5,5120204,Year2008,2nd,3.01,2.90179,3379,752.985,281.3089905,NA,NA,NA,NA,NA,NA,NA,NA,,6.48,27.03,115.9,0.062,0,9.902,55.29,8.4,7.86,8.16,161.72,86.17,5421.12,0.0019,1170.01,,,,,,,,,
147,2008,FW08IN008,38.83491245,-86.52325911,5,5120208,Year2008,6th,2.09,0.38885,1180,93.2575,10471,NA,NA,NA,NA,NA,NA,NA,NA,,2.559,23.92,16.93,0.075,0.00088,5.5,29,34.2,19.69,8.26,30.45,53.75,3689.12,0.0018,537.82,,,,,,,,,
148,2008,FW08IN009,41.6946525,-85.91740108,5,4050001,Year2008,5th,3.97,1.2928,1799,25.8138,6551.52002,283.561,10.414,14.786,9.535,61.721,1.971,40.955,0.823,,1.786,20.82,10.65,0.025,0.00218,9.086,37.59,1.4,3.73,8.31,23.72,70.13,4440.71,3.00E-04,557.2,,,,,,,,,
149,2008,FW08IN011,40.86746481,-85.60817962,5,5120101,Year2008,5th,5.85,2.62319,3725,283.1063,3030.75,NA,NA,NA,NA,NA,NA,NA,NA,,5.343,21.49,22.32,0.077,0.04376,6.489,50.72,15.7,17.92,8.15,34.54,61.12,3416.07,0.004,559.83,,,,,,,,,
150,2008,FW08IN014,40.31739021,-87.30044825,5,5120108,Year2008,5th,2.31,5.70577,6363,54.0963,838.8660278,225.304,6.589,0.075,5.422,87.636,1.51,8.248,0.146,,1.71,30.37,7.974,0.015,0.0018,10.015,36.13,14.8,9.92,8.45,19.06,77.98,4942.81,0.0015,601.1,,,,,,,,,
151,2008,FW08IN015,40.90640874,-86.7115276,5,5120106,Year2008,5th,4.35,1.40977,1886,102.5063,3286.449951,242.966,10.181,2.881,7.762,76.551,2.026,29.483,0.997,,2.499,22.49,10.18,0.025,0,9.827,52.81,15.7,11.2,8.31,22.1,81.86,4938,3.00E-04,590,,,,,,,,,
152,2008,FW08IN016,38.35094769,-86.61831604,5,5120209,Year2008,1st,1.55,0.09027,297,81.9475,6.381899834,215.792,62.092,0,9.901,25.737,2.313,12.513,2.172,,2.612,8.424,15.59,0.01,0.0013,7.948,35.9,3.7,3.55,8.08,22.19,41.48,2074.41,3.00E-04,352.85,,,,,,,,,
153,2008,FW08IN017,41.15722367,-86.58538781,5,5120106,Year2008,5th,5.32,1.94389,2475,131.8575,2260.540039,251.934,10.673,3.755,8.567,73.989,2.128,37.164,0.802,,3.093,21.41,11.55,0.023,0,19.878,49.13,18.1,13.5,8.46,23.17,78.58,4398.8,0.0044,573.9,,,,,,,,,
154,2008,FW08IN020,41.17253557,-87.38959372,5,7120001,Year2008,5th,4.17,0.80253,1414,114.98,4580.370117,225.887,11.46,4.028,8.938,71.568,1.987,43.374,3.21,,3.353,23.17,12.59,0.05,0.00332,11.462,84.27,37.3,17.22,8.12,25.75,74.15,3628.04,3.00E-04,597.74,,,,,,,,,
155,2008,FW08IN023,40.54494518,-84.92548748,5,5120101,Year2008,3rd,7.03,0.07914,950,185.3194,80.04640198,275.157,6.642,0.37,4.545,87.785,1.383,8.416,0.577,,5.622,38.55,24.01,0.032,0,5.153,135.46,29.4,22.29,8.34,34.2,81.05,4890.59,4.00E-04,802.74,,,,,,,,,
156,2008,FW08IN018,38.71122902,-87.17757112,5,5120202,Year2008,4th,5.53,0.544,2297,386.5288,318.5740051,157.062,10.557,0.109,6.486,81.824,1.574,19.59,0.123,,6.625,16.47,14.31,0.015,0.00929,4.979,52.59,78.8,38.13,8.46,14.92,51.8,3035.76,0.0027,444.95,,,,,,,,,
157,2008,FW08MI023,42.06127146,-86.42369501,5,4050001,Year2008,6th,3.23,0.93397,1714,52.1063,10812.5,272.153,10.379,12.326,13.905,59.741,2.298,75.056,1.032,,2.396,23.64,21.43,0.024,0.00327,10.239,41.15,14,7.1,8.37,37.97,68.69,4388.34,3.00E-04,603.19,,,,,,,,,
158,2008,FW08IN025,41.66737013,-85.94200038,5,4050001,Year2008,5th,4.27,1.54003,2004,53.9225,1792.290039,272.868,7.969,7.673,12.879,67.534,2.3,76.206,1.346,,2.597,27.21,18.85,0.023,0.00134,9.754,52.58,3,3.58,8.32,34.91,91.84,5270.66,3.00E-04,665.5,,,,,,,,,
159,2008,FW08IN028,39.6101024,-84.95963267,5,5080003,Year2008,1st,2.22,0.12116,399,43.2394,1.600200057,289.074,42.07,0,8.549,48.257,2.544,43.931,0.844,,2.252,30.5,4.637,0.007,0,15.735,20.71,23.1,12.32,8.38,13.16,78.4,5948.11,3.00E-04,612.32,,,,,,,,,
160,2008,FW08IN029,41.60258314,-86.11116261,5,4050001,Year2008,1st,8.36,0.31135,1149,39.2775,10.95839977,259.19,5.059,3.54,13.822,77.275,1.756,14.961,0.304,,3.286,23.17,20.64,0.038,0.02084,2.903,24.83,1.6,3.21,7.84,52.34,60.54,4255.95,0.0044,609,,,,,,,,,
161,2008,FW08IN030,39.96892757,-87.47214622,5,5120109,Year2008,6th,3.11,7.90571,8438,245.9038,3701.27002,NA,NA,NA,NA,NA,NA,NA,NA,,2.142,23.08,9.043,0.029,0.00444,10.716,27.04,110.9,57.5,8.04,18.81,56.14,3605.62,0.001,504.6,,,,,,,,,
162,2008,FW08IN033,41.17260178,-86.51700711,5,5120106,Year2008,5th,5.05,1.76928,2267,126.1775,2131.379883,253.721,9.965,3.736,8.757,74.512,2.159,38.595,0.69,,2.754,22.14,12.06,0.022,0,9.308,49.32,14.6,10.4,8.26,24.6,80.01,4609.67,3.00E-04,595.4,,,,,,,,,
163,2008,FW08MI038,42.0641964,-85.14743755,5,4050001,Year2008,5th,2.91,1.71238,2081,17.3238,1368.349976,313.954,11.645,14.942,9.646,60.747,2,43.334,0.67,,2.122,23.34,16.84,0.015,0.00185,7.695,44.13,2.9,4.11,8.32,36.77,75.97,4422.25,3.00E-04,617.12,,,,,,,,,
164,2008,FW08MI019,43.05631052,-85.594206,5,4050006,Year2008,6th,7.44,1.84089,2713,106.8425,12405.7998,260.183,16.552,12.714,12.13,55.899,2.217,72.924,0.963,,3.652,19.18,16.76,0.039,0.00496,8.909,31.7,16.6,11.7,8.38,31.62,64.12,3947.55,0.0034,528.7,,,,,,,,,
165,2008,FW08MI024,43.34147415,-83.6244102,5,4080205,Year2008,5th,6.64,2.51326,3125,35.199,1977.050049,234.298,19.336,14.108,6.696,57.251,1.643,24.076,2.334,,3.754,24.75,15.27,0.025,0,9.072,53.35,5.9,5.74,8.37,33.8,81.48,4745.51,0.0016,635.6,,,,,,,,,
166,2008,FW08MI026,43.02233875,-86.02397272,5,4050006,Year2008,6th,6.78,1.78662,2775,136.3238,13607.40039,256.147,16.001,12.068,15.061,54.138,2.454,104.321,0.955,,3.762,19.16,24.24,0.025,0.00409,7.669,38.4,29.9,19.9,8.26,45.38,66.71,3968.67,0.0019,589.1,,,,,,,,,
167,2008,FW08MI028,43.31096671,-83.96788131,5,4080204,Year2008,6th,6.85,2.26295,3106,131.195,3017.290039,254.997,23.331,10.298,21.606,41.182,2.904,163.322,1.812,,4.075,21.95,56.96,0.019,0.00604,3.958,39.16,12.1,9.08,8.62,90.63,62.48,4396.08,0.0029,750.6,,,,,,,,,
168,2008,FW08MI030,42.82315902,-84.93878113,5,4050004,Year2008,6th,5.13,2.33104,2963,129.8263,3611.76001,282.581,14.466,15.751,16.714,51.003,2.591,132.447,0.509,,4.752,20.19,46.32,0.022,0.00165,7.534,57.65,0.4,3.5,8.57,73.39,67.63,3576.06,0.0037,719.73,,,,,,,,,
169,2008,FW08MI033,42.54166704,-84.62802761,5,4050004,Year2008,5th,5.8,1.63154,2363,63.7875,1798.98999,293.291,17.802,20.845,12.733,46.075,2.235,86.822,0.635,,4.206,21.58,35.07,0.053,0,11.247,58.55,2.8,4.48,8.14,62.57,76.64,4123.32,7.00E-04,719.62,,,,,,,,,
170,2008,FW08MI036,43.00435548,-82.52504024,5,4090001,Year2008,5th,9.7,4.23467,5038,94.543,1762.140015,238.06,13.369,7.893,6.28,70.786,1.625,22.373,1.375,,5.14,25.28,19.08,0.044,0.00259,6.331,63.93,30,31.3,8.34,46.56,87.49,4657.07,0.0045,696.3,,,,,,,,,
